Mixed precision: bf16 enabled (Ampere+ GPU detected)
Loading data from: /root/.cache/autoresearch-trading/features/data.pt
Loaded 384870 1-min bars, 32 features, 8 actions
  ~986 trading days
Training:   up to idx 269189
Validation: idx 269190-384869
  Option P&L coverage: 297877/384870 (77%)
Parameters: 146,184
Architecture: v4 simplified two-head (gate+dir), ATM-biased, no ETV
Training from scratch (v4: no warm-start).
Day-sequential batching: 70% sequential, 30% random (batch=24)

Budget: 240s | Batch: 512 | Lookback: 120
LR: 0.00025 | Depth: 3 | d_model: 64 | ff_mult: 3
Dropout: 0.15 | Weight decay: 0.05
Label smoothing: gate=0.05 dir=0.05
Loss weights: gate=0.5, dir=2.0, pnl=0.3
Exit override strength: 0.15 (gate targets flipped on exit bars)
Position state: flat for random batches, tracked for day-sequential

step 00000 (  0.0%) | loss: 0.000000 | trade:0.57 call:0.50 put:0.50 | ATM:0.43 OTM:0.57 [seq] | lr: 0.00e+00 | left: 240s
step 00050 (  0.2%) | loss: 1.153778 | trade:0.66 call:0.49 put:0.50 | ATM:0.34 OTM:0.66 [seq] | lr: 2.99e-06 | left: 240s
step 00100 (  0.4%) | loss: 1.025802 | trade:0.68 call:0.48 put:0.52 | ATM:0.33 OTM:0.67 [seq] | lr: 5.94e-06 | left: 239s
step 00150 (  0.6%) | loss: 0.902732 | trade:0.61 call:0.55 put:0.45 | ATM:0.41 OTM:0.59 [seq] | lr: 9.18e-06 | left: 239s
step 00200 (  0.7%) | loss: 1.092404 | trade:0.50 call:0.43 put:0.57 | ATM:0.40 OTM:0.60 [seq] | lr: 1.23e-05 | left: 238s
step 00250 (  0.9%) | loss: 1.004828 | trade:0.51 call:0.43 put:0.57 | ATM:0.39 OTM:0.61 [seq] | lr: 1.53e-05 | left: 238s
step 00300 (  1.1%) | loss: 1.350156 | trade:0.59 call:0.55 put:0.45 | ATM:0.40 OTM:0.60 [rnd] | lr: 1.86e-05 | left: 237s
step 00350 (  1.3%) | loss: 1.410316 | trade:0.58 call:0.62 put:0.38 | ATM:0.48 OTM:0.52 [seq] | lr: 2.19e-05 | left: 237s
step 00400 (  1.5%) | loss: 0.828884 | trade:0.42 call:0.58 put:0.42 | ATM:0.39 OTM:0.61 [seq] | lr: 2.49e-05 | left: 236s
step 00450 (  1.7%) | loss: 0.949068 | trade:0.37 call:0.53 put:0.47 | ATM:0.51 OTM:0.49 [seq] | lr: 2.78e-05 | left: 236s
step 00500 (  1.8%) | loss: 0.916925 | trade:0.40 call:0.55 put:0.45 | ATM:0.49 OTM:0.51 [seq] | lr: 3.06e-05 | left: 236s
step 00550 (  2.0%) | loss: 1.287944 | trade:0.57 call:0.71 put:0.29 | ATM:0.54 OTM:0.46 [seq] | lr: 3.38e-05 | left: 235s
step 00600 (  2.2%) | loss: 1.410723 | trade:0.57 call:0.66 put:0.34 | ATM:0.39 OTM:0.61 [seq] | lr: 3.69e-05 | left: 235s
step 00650 (  2.4%) | loss: 0.724932 | trade:0.34 call:0.66 put:0.34 | ATM:0.45 OTM:0.55 [seq] | lr: 3.97e-05 | left: 234s
step 00700 (  2.6%) | loss: 0.988726 | trade:0.40 call:0.68 put:0.32 | ATM:0.51 OTM:0.49 [rnd] | lr: 4.27e-05 | left: 234s
step 00750 (  2.8%) | loss: 1.306324 | trade:0.37 call:0.68 put:0.32 | ATM:0.51 OTM:0.49 [rnd] | lr: 4.59e-05 | left: 233s
step 00800 (  2.9%) | loss: 0.822751 | trade:0.32 call:0.80 put:0.20 | ATM:0.64 OTM:0.36 [seq] | lr: 4.90e-05 | left: 233s
step 00850 (  3.1%) | loss: 0.835374 | trade:0.50 call:0.70 put:0.30 | ATM:0.51 OTM:0.49 [rnd] | lr: 5.21e-05 | left: 232s
step 00900 (  3.3%) | loss: 1.101771 | trade:0.31 call:0.66 put:0.34 | ATM:0.51 OTM:0.49 [rnd] | lr: 5.55e-05 | left: 232s
step 00950 (  3.5%) | loss: 0.467059 | trade:0.08 call:0.54 put:0.46 | ATM:0.47 OTM:0.53 [seq] | lr: 5.84e-05 | left: 232s
step 01000 (  3.7%) | loss: 0.702462 | trade:0.13 call:0.60 put:0.40 | ATM:0.49 OTM:0.51 [seq] | lr: 6.14e-05 | left: 231s
step 01050 (  3.9%) | loss: 0.860392 | trade:0.34 call:0.66 put:0.34 | ATM:0.53 OTM:0.47 [rnd] | lr: 6.43e-05 | left: 231s
step 01100 (  4.1%) | loss: 1.012313 | trade:0.19 call:0.21 put:0.79 | ATM:0.68 OTM:0.32 [seq] | lr: 6.76e-05 | left: 230s
step 01150 (  4.3%) | loss: 1.066442 | trade:0.08 call:0.35 put:0.65 | ATM:0.64 OTM:0.36 [seq] | lr: 7.10e-05 | left: 230s
step 01200 (  4.4%) | loss: 0.550041 | trade:0.86 call:0.86 put:0.14 | ATM:0.22 OTM:0.78 [seq] | lr: 7.40e-05 | left: 229s
step 01250 (  4.6%) | loss: 0.851377 | trade:0.89 call:0.83 put:0.17 | ATM:0.25 OTM:0.75 [seq] | lr: 7.70e-05 | left: 229s
step 01300 (  4.8%) | loss: 0.598199 | trade:0.77 call:0.84 put:0.16 | ATM:0.25 OTM:0.75 [seq] | lr: 8.00e-05 | left: 228s
step 01350 (  5.0%) | loss: 0.508270 | trade:0.01 call:0.53 put:0.47 | ATM:0.37 OTM:0.63 [seq] | lr: 8.33e-05 | left: 228s
step 01400 (  5.2%) | loss: 0.781415 | trade:0.78 call:0.78 put:0.22 | ATM:0.57 OTM:0.43 [seq] | lr: 8.69e-05 | left: 227s
step 01450 (  5.4%) | loss: 0.963161 | trade:0.01 call:0.54 put:0.46 | ATM:0.44 OTM:0.56 [seq] | lr: 9.00e-05 | left: 227s
step 01500 (  5.6%) | loss: 0.642692 | trade:0.04 call:0.25 put:0.75 | ATM:0.64 OTM:0.36 [seq] | lr: 9.33e-05 | left: 227s
step 01550 (  5.8%) | loss: 0.767878 | trade:0.00 call:0.52 put:0.48 | ATM:0.64 OTM:0.36 [seq] | lr: 9.65e-05 | left: 226s
step 01600 (  6.0%) | loss: 0.719910 | trade:0.00 call:0.86 put:0.14 | ATM:0.82 OTM:0.18 [seq] | lr: 9.95e-05 | left: 226s
step 01650 (  6.1%) | loss: 0.901762 | trade:0.38 call:0.69 put:0.31 | ATM:0.59 OTM:0.41 [rnd] | lr: 1.02e-04 | left: 225s
step 01700 (  6.4%) | loss: 0.542396 | trade:0.02 call:0.86 put:0.14 | ATM:0.79 OTM:0.21 [seq] | lr: 1.06e-04 | left: 225s
step 01750 (  6.6%) | loss: 0.680932 | trade:0.96 call:0.03 put:0.97 | ATM:0.68 OTM:0.32 [seq] | lr: 1.10e-04 | left: 224s
step 01800 (  6.7%) | loss: 0.231942 | trade:0.92 call:0.03 put:0.97 | ATM:0.70 OTM:0.30 [seq] | lr: 1.12e-04 | left: 224s
step 01850 (  6.9%) | loss: 0.543204 | trade:0.38 call:0.68 put:0.32 | ATM:0.60 OTM:0.40 [rnd] | lr: 1.15e-04 | left: 223s
step 01900 (  7.1%) | loss: 1.014116 | trade:0.75 call:0.52 put:0.48 | ATM:0.79 OTM:0.21 [seq] | lr: 1.18e-04 | left: 223s
step 01950 (  7.3%) | loss: 0.808266 | trade:0.00 call:0.55 put:0.45 | ATM:0.50 OTM:0.50 [seq] | lr: 1.22e-04 | left: 222s
step 02000 (  7.5%) | loss: 0.799086 | trade:0.01 call:0.61 put:0.39 | ATM:0.41 OTM:0.59 [seq] | lr: 1.26e-04 | left: 222s
step 02050 (  7.7%) | loss: 0.507711 | trade:0.34 call:0.68 put:0.32 | ATM:0.59 OTM:0.41 [rnd] | lr: 1.28e-04 | left: 221s
step 02100 (  7.9%) | loss: 0.612776 | trade:0.00 call:0.42 put:0.58 | ATM:0.66 OTM:0.34 [seq] | lr: 1.32e-04 | left: 221s
step 02150 (  8.1%) | loss: 0.520702 | trade:0.00 call:0.66 put:0.34 | ATM:0.58 OTM:0.42 [seq] | lr: 1.35e-04 | left: 221s
step 02200 (  8.3%) | loss: 0.850913 | trade:0.00 call:0.61 put:0.39 | ATM:0.47 OTM:0.53 [seq] | lr: 1.39e-04 | left: 220s
step 02250 (  8.5%) | loss: 0.618435 | trade:0.89 call:0.92 put:0.08 | ATM:0.34 OTM:0.66 [seq] | lr: 1.42e-04 | left: 220s
step 02300 (  8.7%) | loss: 0.862704 | trade:0.35 call:0.73 put:0.28 | ATM:0.61 OTM:0.39 [rnd] | lr: 1.45e-04 | left: 219s
step 02350 (  8.9%) | loss: 0.555929 | trade:0.00 call:0.92 put:0.08 | ATM:0.89 OTM:0.11 [seq] | lr: 1.48e-04 | left: 219s
step 02400 (  9.0%) | loss: 0.754498 | trade:0.00 call:0.74 put:0.26 | ATM:0.65 OTM:0.35 [seq] | lr: 1.51e-04 | left: 218s
step 02450 (  9.2%) | loss: 0.795633 | trade:0.01 call:0.73 put:0.27 | ATM:0.61 OTM:0.39 [seq] | lr: 1.54e-04 | left: 218s
step 02500 (  9.4%) | loss: 0.512757 | trade:0.01 call:0.86 put:0.14 | ATM:0.81 OTM:0.19 [seq] | lr: 1.57e-04 | left: 217s
step 02550 (  9.6%) | loss: 0.555676 | trade:0.47 call:0.87 put:0.13 | ATM:0.47 OTM:0.53 [seq] | lr: 1.61e-04 | left: 217s
step 02600 (  9.9%) | loss: 0.705893 | trade:0.94 call:0.96 put:0.03 | ATM:0.35 OTM:0.65 [seq] | lr: 1.64e-04 | left: 216s
step 02650 ( 10.1%) | loss: 0.756117 | trade:0.37 call:0.72 put:0.28 | ATM:0.61 OTM:0.39 [rnd] | lr: 1.68e-04 | left: 216s
step 02700 ( 10.3%) | loss: 0.985061 | trade:0.37 call:0.73 put:0.27 | ATM:0.60 OTM:0.40 [rnd] | lr: 1.71e-04 | left: 215s
step 02750 ( 10.4%) | loss: 0.613937 | trade:0.18 call:0.18 put:0.82 | ATM:0.75 OTM:0.25 [seq] | lr: 1.74e-04 | left: 215s
step 02800 ( 10.7%) | loss: 0.885007 | trade:0.32 call:0.69 put:0.31 | ATM:0.62 OTM:0.38 [rnd] | lr: 1.78e-04 | left: 214s
step 02850 ( 10.9%) | loss: 0.804834 | trade:0.00 call:0.70 put:0.30 | ATM:0.60 OTM:0.40 [seq] | lr: 1.81e-04 | left: 214s
step 02900 ( 11.0%) | loss: 0.478057 | trade:0.02 call:0.97 put:0.03 | ATM:0.95 OTM:0.05 [seq] | lr: 1.84e-04 | left: 214s
step 02950 ( 11.2%) | loss: 0.534387 | trade:0.92 call:0.99 put:0.01 | ATM:0.31 OTM:0.69 [seq] | lr: 1.87e-04 | left: 213s
step 03000 ( 11.5%) | loss: 1.300412 | trade:0.40 call:0.75 put:0.25 | ATM:0.59 OTM:0.41 [rnd] | lr: 1.91e-04 | left: 213s
step 03050 ( 11.7%) | loss: 1.797950 | trade:0.36 call:0.68 put:0.32 | ATM:0.60 OTM:0.40 [rnd] | lr: 1.95e-04 | left: 212s
step 03100 ( 11.9%) | loss: 1.001403 | trade:0.38 call:0.74 put:0.26 | ATM:0.61 OTM:0.39 [rnd] | lr: 1.99e-04 | left: 211s
