Mixed precision: bf16 enabled (Ampere+ GPU detected)
Loading data from: /root/.cache/autoresearch-trading/features/data.pt
Loaded 384870 1-min bars, 32 features, 8 actions
  ~986 trading days
Training:   up to idx 269189
Validation: idx 269190-384869
  Option P&L coverage: 297877/384870 (77%)
Parameters: 145,064
Architecture: v4 simplified two-head (gate+dir), ATM-biased, no ETV
Training from scratch (v4: no warm-start).
Day-sequential batching: 70% sequential, 30% random (batch=16)

Budget: 240s | Batch: 512 | Lookback: 120
LR: 0.00025 | Depth: 3 | d_model: 64 | ff_mult: 3
Dropout: 0.15 | Weight decay: 0.05
Label smoothing: gate=0.05 dir=0.05
Loss weights: gate=0.5, dir=2.0, pnl=0.3
Exit override strength: 0.15 (gate targets flipped on exit bars)
Position state: flat for random batches, tracked for day-sequential

step 00000 (  0.0%) | loss: 0.000000 | trade:0.58 call:0.47 put:0.53 | ATM:0.43 OTM:0.57 [seq] | lr: 0.00e+00 | left: 240s
step 00050 (  0.2%) | loss: 1.194282 | trade:0.56 call:0.55 put:0.45 | ATM:0.42 OTM:0.58 [seq] | lr: 3.61e-06 | left: 239s
step 00100 (  0.4%) | loss: 1.538567 | trade:0.66 call:0.47 put:0.53 | ATM:0.44 OTM:0.56 [seq] | lr: 7.38e-06 | left: 239s
step 00150 (  0.6%) | loss: 1.349516 | trade:0.63 call:0.50 put:0.50 | ATM:0.48 OTM:0.52 [seq] | lr: 1.08e-05 | left: 238s
step 00200 (  0.9%) | loss: 1.054404 | trade:0.66 call:0.45 put:0.55 | ATM:0.46 OTM:0.54 [seq] | lr: 1.42e-05 | left: 238s
step 00250 (  1.1%) | loss: 0.797936 | trade:0.59 call:0.51 put:0.49 | ATM:0.47 OTM:0.53 [seq] | lr: 1.76e-05 | left: 237s
step 00300 (  1.3%) | loss: 1.285966 | trade:0.58 call:0.63 put:0.37 | ATM:0.47 OTM:0.53 [seq] | lr: 2.10e-05 | left: 237s
step 00350 (  1.5%) | loss: 1.332074 | trade:0.53 call:0.60 put:0.40 | ATM:0.45 OTM:0.55 [rnd] | lr: 2.49e-05 | left: 236s
step 00400 (  1.7%) | loss: 1.199827 | trade:0.57 call:0.62 put:0.37 | ATM:0.44 OTM:0.56 [seq] | lr: 2.82e-05 | left: 236s
step 00450 (  1.9%) | loss: 1.357724 | trade:0.32 call:0.70 put:0.30 | ATM:0.48 OTM:0.52 [seq] | lr: 3.18e-05 | left: 235s
step 00500 (  2.1%) | loss: 0.931527 | trade:0.44 call:0.78 put:0.22 | ATM:0.54 OTM:0.46 [seq] | lr: 3.51e-05 | left: 235s
step 00550 (  2.3%) | loss: 1.193547 | trade:0.37 call:0.69 put:0.31 | ATM:0.49 OTM:0.51 [seq] | lr: 3.83e-05 | left: 234s
step 00600 (  2.5%) | loss: 0.899751 | trade:0.36 call:0.88 put:0.12 | ATM:0.56 OTM:0.44 [seq] | lr: 4.18e-05 | left: 234s
step 00650 (  2.7%) | loss: 1.220716 | trade:0.34 call:0.86 put:0.14 | ATM:0.52 OTM:0.48 [seq] | lr: 4.49e-05 | left: 234s
step 00700 (  2.9%) | loss: 1.445521 | trade:0.36 call:0.57 put:0.42 | ATM:0.42 OTM:0.58 [seq] | lr: 4.88e-05 | left: 233s
step 00750 (  3.2%) | loss: 1.558282 | trade:0.21 call:0.50 put:0.50 | ATM:0.44 OTM:0.56 [seq] | lr: 5.28e-05 | left: 232s
step 00800 (  3.4%) | loss: 1.084630 | trade:0.56 call:0.46 put:0.54 | ATM:0.46 OTM:0.54 [seq] | lr: 5.62e-05 | left: 232s
step 00850 (  3.6%) | loss: 0.491239 | trade:0.53 call:0.49 put:0.51 | ATM:0.44 OTM:0.56 [seq] | lr: 6.05e-05 | left: 231s
step 00900 (  3.8%) | loss: 0.880901 | trade:0.71 call:0.91 put:0.09 | ATM:0.53 OTM:0.47 [seq] | lr: 6.40e-05 | left: 231s
step 00950 (  4.0%) | loss: 0.594439 | trade:0.41 call:0.83 put:0.17 | ATM:0.47 OTM:0.53 [seq] | lr: 6.69e-05 | left: 230s
step 01000 (  4.2%) | loss: 0.921917 | trade:0.31 call:0.72 put:0.28 | ATM:0.51 OTM:0.49 [rnd] | lr: 7.04e-05 | left: 230s
step 01050 (  4.5%) | loss: 0.666216 | trade:0.18 call:0.79 put:0.21 | ATM:0.44 OTM:0.56 [seq] | lr: 7.42e-05 | left: 229s
step 01100 (  4.6%) | loss: 0.654729 | trade:0.42 call:0.86 put:0.14 | ATM:0.59 OTM:0.41 [seq] | lr: 7.75e-05 | left: 229s
step 01150 (  4.9%) | loss: 0.684539 | trade:0.64 call:0.95 put:0.05 | ATM:0.57 OTM:0.43 [seq] | lr: 8.09e-05 | left: 228s
step 01200 (  5.1%) | loss: 1.063407 | trade:0.34 call:0.69 put:0.31 | ATM:0.54 OTM:0.46 [rnd] | lr: 8.45e-05 | left: 228s
step 01250 (  5.3%) | loss: 1.010800 | trade:0.31 call:0.68 put:0.32 | ATM:0.56 OTM:0.44 [rnd] | lr: 8.77e-05 | left: 227s
step 01300 (  5.4%) | loss: 0.479090 | trade:0.85 call:0.96 put:0.04 | ATM:0.74 OTM:0.26 [seq] | lr: 9.06e-05 | left: 227s
step 01350 (  5.6%) | loss: 0.659616 | trade:0.35 call:0.69 put:0.31 | ATM:0.56 OTM:0.44 [rnd] | lr: 9.35e-05 | left: 227s
step 01400 (  5.9%) | loss: 0.751972 | trade:0.37 call:0.71 put:0.29 | ATM:0.57 OTM:0.43 [rnd] | lr: 9.76e-05 | left: 226s
step 01450 (  6.1%) | loss: 1.009935 | trade:0.35 call:0.67 put:0.33 | ATM:0.60 OTM:0.40 [rnd] | lr: 1.01e-04 | left: 225s
step 01500 (  6.3%) | loss: 0.667200 | trade:0.02 call:0.63 put:0.37 | ATM:0.59 OTM:0.41 [seq] | lr: 1.04e-04 | left: 225s
step 01550 (  6.4%) | loss: 0.329615 | trade:0.05 call:0.40 put:0.60 | ATM:0.75 OTM:0.25 [seq] | lr: 1.07e-04 | left: 225s
step 01600 (  6.6%) | loss: 0.961626 | trade:0.35 call:0.68 put:0.32 | ATM:0.61 OTM:0.39 [rnd] | lr: 1.10e-04 | left: 224s
step 01650 (  6.8%) | loss: 0.678273 | trade:0.95 call:0.04 put:0.96 | ATM:0.79 OTM:0.21 [seq] | lr: 1.14e-04 | left: 224s
step 01700 (  7.0%) | loss: 0.643277 | trade:0.01 call:0.91 put:0.10 | ATM:0.61 OTM:0.39 [seq] | lr: 1.17e-04 | left: 223s
step 01750 (  7.2%) | loss: 0.315264 | trade:0.32 call:0.93 put:0.07 | ATM:0.82 OTM:0.18 [seq] | lr: 1.20e-04 | left: 223s
step 01800 (  7.4%) | loss: 0.639020 | trade:0.02 call:0.87 put:0.13 | ATM:0.75 OTM:0.25 [seq] | lr: 1.23e-04 | left: 222s
step 01850 (  7.6%) | loss: 0.766672 | trade:0.00 call:0.75 put:0.25 | ATM:0.71 OTM:0.29 [seq] | lr: 1.26e-04 | left: 222s
step 01900 (  7.8%) | loss: 0.622334 | trade:0.00 call:0.97 put:0.03 | ATM:0.86 OTM:0.14 [seq] | lr: 1.29e-04 | left: 221s
step 01950 (  7.9%) | loss: 0.347171 | trade:0.00 call:0.73 put:0.27 | ATM:0.63 OTM:0.37 [seq] | lr: 1.32e-04 | left: 221s
step 02000 (  8.1%) | loss: 0.667029 | trade:0.32 call:0.83 put:0.16 | ATM:0.58 OTM:0.42 [seq] | lr: 1.36e-04 | left: 220s
step 02050 (  8.4%) | loss: 1.278501 | trade:0.37 call:0.70 put:0.30 | ATM:0.61 OTM:0.39 [rnd] | lr: 1.40e-04 | left: 220s
step 02100 (  8.6%) | loss: 0.896648 | trade:0.33 call:0.71 put:0.28 | ATM:0.62 OTM:0.38 [rnd] | lr: 1.43e-04 | left: 219s
step 02150 (  8.8%) | loss: 0.737256 | trade:0.36 call:0.73 put:0.27 | ATM:0.60 OTM:0.40 [rnd] | lr: 1.46e-04 | left: 219s
step 02200 (  9.0%) | loss: 0.594513 | trade:0.36 call:0.75 put:0.25 | ATM:0.59 OTM:0.41 [rnd] | lr: 1.50e-04 | left: 218s
step 02250 (  9.2%) | loss: 0.475309 | trade:0.00 call:0.98 put:0.02 | ATM:0.85 OTM:0.15 [seq] | lr: 1.53e-04 | left: 218s
step 02300 (  9.4%) | loss: 0.827240 | trade:0.37 call:0.73 put:0.27 | ATM:0.60 OTM:0.40 [rnd] | lr: 1.57e-04 | left: 217s
step 02350 (  9.6%) | loss: 0.647918 | trade:0.88 call:0.01 put:0.99 | ATM:0.95 OTM:0.05 [seq] | lr: 1.60e-04 | left: 217s
step 02400 (  9.8%) | loss: 0.753126 | trade:0.03 call:0.36 put:0.64 | ATM:0.76 OTM:0.24 [seq] | lr: 1.64e-04 | left: 216s
step 02450 ( 10.0%) | loss: 0.777139 | trade:0.34 call:0.71 put:0.29 | ATM:0.59 OTM:0.41 [rnd] | lr: 1.67e-04 | left: 216s
step 02500 ( 10.2%) | loss: 0.589506 | trade:0.00 call:0.79 put:0.21 | ATM:0.76 OTM:0.24 [seq] | lr: 1.70e-04 | left: 215s
step 02550 ( 10.4%) | loss: 0.417567 | trade:0.00 call:0.79 put:0.21 | ATM:0.62 OTM:0.38 [seq] | lr: 1.74e-04 | left: 215s
step 02600 ( 10.6%) | loss: 0.414625 | trade:0.06 call:0.02 put:0.98 | ATM:0.92 OTM:0.08 [seq] | lr: 1.77e-04 | left: 215s
step 02650 ( 10.8%) | loss: 0.407377 | trade:0.95 call:0.02 put:0.98 | ATM:0.69 OTM:0.31 [seq] | lr: 1.80e-04 | left: 214s
step 02700 ( 11.0%) | loss: 0.462945 | trade:0.36 call:0.76 put:0.24 | ATM:0.59 OTM:0.41 [rnd] | lr: 1.83e-04 | left: 214s
step 02750 ( 11.2%) | loss: 0.666893 | trade:0.93 call:0.99 put:0.01 | ATM:0.28 OTM:0.72 [seq] | lr: 1.86e-04 | left: 213s
step 02800 ( 11.4%) | loss: 1.048659 | trade:0.86 call:0.52 put:0.48 | ATM:0.89 OTM:0.11 [seq] | lr: 1.90e-04 | left: 213s
step 02850 ( 11.6%) | loss: 0.610601 | trade:0.00 call:0.77 put:0.23 | ATM:0.69 OTM:0.31 [seq] | lr: 1.94e-04 | left: 212s
step 02900 ( 11.9%) | loss: 0.505535 | trade:0.00 call:0.85 put:0.15 | ATM:0.43 OTM:0.57 [seq] | lr: 1.98e-04 | left: 211s
step 02950 ( 12.1%) | loss: 0.700372 | trade:0.36 call:0.76 put:0.24 | ATM:0.58 OTM:0.42 [rnd] | lr: 2.02e-04 | left: 211s
step 03000 ( 12.3%) | loss: 0.616300 | trade:0.00 call:0.59 put:0.41 | ATM:0.51 OTM:0.49 [seq] | lr: 2.06e-04 | left: 210s
step 03050 ( 12.6%) | loss: 0.568400 | trade:0.00 call:0.77 put:0.22 | ATM:0.36 OTM:0.64 [seq] | lr: 2.09e-04 | left: 210s
step 03100 ( 12.8%) | loss: 0.816055 | trade:0.46 call:0.73 put:0.27 | ATM:0.48 OTM:0.52 [seq] | lr: 2.14e-04 | left: 209s
step 03150 ( 13.1%) | loss: 0.630737 | trade:0.36 call:0.76 put:0.24 | ATM:0.56 OTM:0.44 [rnd] | lr: 2.19e-04 | left: 208s
step 03200 ( 13.3%) | loss: 0.577275 | trade:0.98 call:0.98 put:0.02 | ATM:0.28 OTM:0.72 [seq] | lr: 2.22e-04 | left: 208s
step 03250 ( 13.5%) | loss: 0.728532 | trade:0.76 call:0.05 put:0.95 | ATM:0.94 OTM:0.06 [seq] | lr: 2.25e-04 | left: 208s
step 03300 ( 13.7%) | loss: 0.765898 | trade:0.39 call:0.75 put:0.25 | ATM:0.55 OTM:0.45 [rnd] | lr: 2.29e-04 | left: 207s
step 03350 ( 14.0%) | loss: 0.527023 | trade:0.35 call:0.70 put:0.30 | ATM:0.59 OTM:0.41 [rnd] | lr: 2.33e-04 | left: 206s
step 03400 ( 14.2%) | loss: 0.546013 | trade:0.38 call:0.73 put:0.27 | ATM:0.59 OTM:0.41 [rnd] | lr: 2.37e-04 | left: 206s
step 03450 ( 14.4%) | loss: 0.529081 | trade:0.36 call:0.75 put:0.26 | ATM:0.55 OTM:0.45 [rnd] | lr: 2.40e-04 | left: 205s
step 03500 ( 14.7%) | loss: 0.411830 | trade:0.00 call:0.06 put:0.94 | ATM:0.93 OTM:0.07 [seq] | lr: 2.44e-04 | left: 205s
step 03550 ( 14.9%) | loss: 0.716258 | trade:0.00 call:0.11 put:0.89 | ATM:0.76 OTM:0.24 [seq] | lr: 2.48e-04 | left: 204s
step 03600 ( 15.1%) | loss: 1.098648 | trade:0.34 call:0.74 put:0.26 | ATM:0.57 OTM:0.43 [rnd] | lr: 2.50e-04 | left: 204s
step 03650 ( 15.3%) | loss: 0.781877 | trade:0.36 call:0.76 put:0.24 | ATM:0.55 OTM:0.45 [rnd] | lr: 2.50e-04 | left: 203s
step 03700 ( 15.5%) | loss: 0.672435 | trade:0.37 call:0.75 put:0.25 | ATM:0.56 OTM:0.44 [rnd] | lr: 2.50e-04 | left: 203s
step 03750 ( 15.8%) | loss: 0.586976 | trade:0.00 call:0.88 put:0.12 | ATM:0.37 OTM:0.63 [seq] | lr: 2.50e-04 | left: 202s
step 03800 ( 16.0%) | loss: 0.643687 | trade:0.33 call:0.75 put:0.26 | ATM:0.56 OTM:0.44 [rnd] | lr: 2.50e-04 | left: 202s
step 03850 ( 16.3%) | loss: 0.425664 | trade:0.00 call:0.91 put:0.09 | ATM:0.82 OTM:0.18 [seq] | lr: 2.50e-04 | left: 201s
step 03900 ( 16.6%) | loss: 0.504294 | trade:0.95 call:0.01 put:0.99 | ATM:0.18 OTM:0.82 [seq] | lr: 2.50e-04 | left: 200s
step 03950 ( 16.8%) | loss: 0.908984 | trade:0.37 call:0.75 put:0.25 | ATM:0.55 OTM:0.45 [rnd] | lr: 2.50e-04 | left: 200s
step 04000 ( 17.0%) | loss: 0.744532 | trade:0.37 call:0.74 put:0.26 | ATM:0.55 OTM:0.45 [rnd] | lr: 2.50e-04 | left: 199s
step 04050 ( 17.3%) | loss: 0.577309 | trade:0.28 call:0.79 put:0.21 | ATM:0.70 OTM:0.30 [seq] | lr: 2.50e-04 | left: 199s
step 04100 ( 17.6%) | loss: 0.553578 | trade:0.38 call:0.72 put:0.28 | ATM:0.56 OTM:0.44 [rnd] | lr: 2.50e-04 | left: 198s
step 04150 ( 17.9%) | loss: 0.479856 | trade:0.00 call:0.82 put:0.18 | ATM:0.44 OTM:0.56 [seq] | lr: 2.50e-04 | left: 197s
step 04200 ( 18.1%) | loss: 1.072833 | trade:0.34 call:0.75 put:0.26 | ATM:0.55 OTM:0.45 [rnd] | lr: 2.50e-04 | left: 197s
step 04250 ( 18.3%) | loss: 0.624215 | trade:0.39 call:0.77 put:0.23 | ATM:0.54 OTM:0.46 [rnd] | lr: 2.50e-04 | left: 196s
step 04300 ( 18.5%) | loss: 0.514536 | trade:0.90 call:0.99 put:0.01 | ATM:0.32 OTM:0.68 [seq] | lr: 2.50e-04 | left: 196s
step 04350 ( 18.7%) | loss: 0.421604 | trade:0.05 call:0.79 put:0.22 | ATM:0.36 OTM:0.64 [seq] | lr: 2.50e-04 | left: 195s
step 04400 ( 19.0%) | loss: 0.385856 | trade:0.00 call:0.68 put:0.32 | ATM:0.54 OTM:0.46 [seq] | lr: 2.50e-04 | left: 195s
step 04450 ( 19.1%) | loss: 0.488475 | trade:0.00 call:0.61 put:0.39 | ATM:0.42 OTM:0.58 [seq] | lr: 2.50e-04 | left: 194s
step 04500 ( 19.4%) | loss: 0.785864 | trade:0.37 call:0.76 put:0.24 | ATM:0.57 OTM:0.43 [rnd] | lr: 2.50e-04 | left: 194s
step 04550 ( 19.6%) | loss: 0.788118 | trade:0.34 call:0.73 put:0.27 | ATM:0.55 OTM:0.45 [rnd] | lr: 2.50e-04 | left: 193s
step 04600 ( 19.8%) | loss: 0.726189 | trade:0.85 call:0.01 put:0.99 | ATM:0.69 OTM:0.31 [seq] | lr: 2.50e-04 | left: 193s
step 04650 ( 20.0%) | loss: 0.683161 | trade:0.36 call:0.73 put:0.27 | ATM:0.55 OTM:0.45 [rnd] | lr: 2.50e-04 | left: 192s
step 04700 ( 20.3%) | loss: 0.752496 | trade:0.00 call:0.97 put:0.03 | ATM:0.89 OTM:0.11 [seq] | lr: 2.50e-04 | left: 191s
step 04750 ( 20.5%) | loss: 0.851516 | trade:0.37 call:0.72 put:0.28 | ATM:0.55 OTM:0.45 [rnd] | lr: 2.50e-04 | left: 191s
step 04800 ( 20.7%) | loss: 0.548910 | trade:0.91 call:0.95 put:0.06 | ATM:0.31 OTM:0.69 [seq] | lr: 2.50e-04 | left: 190s
step 04850 ( 20.9%) | loss: 0.748314 | trade:0.46 call:0.87 put:0.13 | ATM:0.37 OTM:0.63 [seq] | lr: 2.50e-04 | left: 190s
